"originalID","Location","dose_per_1000"
1,"Afghanistan",1.78231746367979
2,"Albania",11.6941881601324
3,"Algeria",39.3978553456176
4,"Andorra",0
5,"Angola",0.0121228816313445
6,"Antigua & Barbuda",0
7,"Argentina",296.595737636511
8,"Armenia",0
9,"Australia",299.729452321764
10,"Austria",79.4161327575829
11,"Azerbaijan",1.69797473294813
12,"Bahamas",66.1611951358289
13,"Bahrain",43.8508581156153
14,"Bangladesh",0.991451935652832
15,"Barbados",29.8646166656858
16,"Belarus",16.0880609652837
17,"Belgium",195.73999454322
18,"Belize",88.9387347786631
19,"Benin",0
20,"Bhutan",0
21,"Bolivia",71.0471725461247
22,"Bosnia & Herzegovina",18.0787266894816
23,"Botswana",1.9490884734049
24,"Brazil",202.590783232815
25,"Brunei Darussalam",0
26,"Bulgaria",22.329397040226
27,"Burkina Faso",0.17740703911806
28,"Burundi",0
29,"Cambodia",2.20745302065929
30,"Cameroon",0.200217924838169
31,"Canada",316.826889572944
32,"Cape Verde",0
33,"Central African Republic",0
34,"Chad",0
35,"Chile",246.711873876181
36,"China",7.80759428384069
37,"Colombia",98.4569313138131
38,"Comoros",0
39,"Congo",0
40,"Costa Rica",131.251409425086
41,"Côte d’Ivoire",0.12355028260521
42,"Croatia",71.4143398012305
43,"Cuba",58.8036467315883
44,"Cyprus",70.0631211715016
45,"Czech Republic",59.923941864657
46,"Denmark",101.038454941652
47,"Djibouti",0
48,"Dominica",0
49,"Dominican Republic",48.6593898913143
50,"DPR of Korea",0
51,"DR of the Congo",0
52,"Ecuador",233.678107064525
53,"Egypt",8.22381137134774
54,"El Salvador",26.995490936442
55,"Equatorial Guinea",0
56,"Eritrea",0
57,"Estonia",13.4950523355422
58,"Ethiopia",0
59,"Fiji",0
60,"Finland",234.483594203026
61,"France",155.973958142797
62,"French Polynesia",0
63,"Gabon",0
64,"Gambia",0
65,"Georgia",2.76706309457268
66,"Germany",224.989453595536
67,"Ghana",0
68,"Greece",116.289863505944
69,"Grenada",18.8909590231485
70,"Guatemala",29.1907592687791
71,"Guinea",0
72,"Guinea-Bissau",0
73,"Guyana",6.74766783730373
74,"Haiti",1.06716804161567
75,"Honduras",102.153910969488
76,"Hong Kong (China)",145.677836697299
77,"Hungary",12.7628355159191
78,"Iceland",192.821144393492
79,"India",1.29044821160997
80,"Indonesia",3.65734867982717
81,"Iran (Islamic Republic of)",15.1815415204319
82,"Iraq",19.5082892096532
83,"Ireland",194.033691948378
84,"Israel",131.162986878057
85,"Italy",199.505532529886
86,"Jamaica",4.95919285115032
87,"Japan",506.911762331796
88,"Jordan",16.2920477445357
89,"Kazakhstan",73.3092986004961
90,"Kenya",0.203480822903548
91,"Kiribati",0
92,"Kuwait",20.8478440371685
93,"Kyrgyzstan",0.633878145730347
94,"Lao People’s Democratic Republic",15.2056064361443
95,"Latvia",15.3209678978939
96,"Lebanon",44.819947785616
97,"Lesotho",0
98,"Liberia",0
99,"Libya",48.200717295053
100,"Lithuania",48.9908807309724
101,"Luxembourg",146.275299157926
102,"Macao (China)",117.906138103934
103,"Madagascar",0
104,"Malawi",0
105,"Malaysia",7.477008285311
106,"Maldives",23.215877919306
107,"Mali",0.6543479021549
108,"Malta",213.28328285629
109,"Marshall Islands",0
110,"Mauritania",0
111,"Mauritius",81.4698822348115
112,"Mexico",223.540192930869
113,"Micronesia (Federated States of)",0
114,"Monaco",0
115,"Mongolia",0.669627949424763
116,"Montenegro",1.60852130245187
117,"Morocco",12.0356491598471
118,"Mozambique",0
119,"Myanmar",0.672892561232412
120,"Namibia",12.9586049643736
121,"Nepal",0
122,"Netherlands",231.106682853597
123,"New Caledonia",81.0418298905047
124,"New Zealand",312.500027938268
125,"Nicaragua",21.489721861247
126,"Niger",0.788207126476208
127,"Nigeria",0
128,"Norway",106.871590870457
129,"Oman",13.0510667849034
130,"Pakistan",1.43722670066219
131,"Palau",0
132,"Panama",151.091430447489
133,"Papua New Guinea",0
134,"Paraguay",138.995323666951
135,"Peru",121.448606671324
136,"Philippines",35.2760571923571
137,"Poland",36.8361512056859
138,"Portugal",154.513836536201
139,"Qatar",39.2198488416652
140,"Republic of Korea",335.696397835245
141,"Republic of Moldova",44.9833480782657
142,"Romania",38.2306587099929
143,"Russian Federation",44.8913715987945
144,"Rwanda",0
145,"Samoa",0
146,"San Marino",0
147,"Sao Tome and Principe",0
148,"Saudi Arabia",18.8319550463816
149,"Senegal",0
150,"Serbia",42.053286544429
151,"Seychelles",0
152,"Sierra Leone",0
153,"Singapore",78.4843434947934
154,"Slovakia",45.3014133560051
155,"Slovenia",55.9502903933811
156,"Solomon Islands",0
157,"Somalia",0
158,"South Africa",36.3227892745574
159,"South Sudan",0
160,"Spain",174.381037638449
161,"Sri Lanka",0.0668607150313793
162,"St. Lucia",10.9346979836417
163,"St. Vincent & The Grenadines",0
164,"Sudan",0.684495672802644
165,"Suriname",5.56242360358832
166,"Swaziland",0
167,"Sweden",122.418622520284
168,"Switzerland",132.818664158881
169,"Syrian Arab Republic",2.81068629037789
170,"Tajikistan",0
171,"Thailand",89.0282731174703
172,"The former Yugoslav Republic of Macedonia",11.8826361894132
173,"Timor-Leste",0
174,"Togo",0
175,"Tonga",0
176,"Trinidad & Tobago",59.6602408678422
177,"Tunisia",26.1831188330203
178,"Turkey",37.0258766834942
179,"Turkmenistan",5.15584200819664
180,"Tuvalu",0
181,"Uganda",0
182,"Ukraine",9.9972978669659
183,"United Arab Emirates",18.4219984797202
184,"United Kingdom",280.40711258923
185,"United Republic of Tanzania",0
186,"Uruguay",146.232504048654
187,"U.S.A.",472.015154667851
188,"Uzbekistan",3.55351703590615
189,"Vanuatu",0
190,"Venezuela (Bolivarian Republic of)",136.326029584427
191,"Viet Nam",6.39339336158389
192,"Yemen",0
193,"Zambia",0.0296966617222876
194,"Zimbabwe",0.164763693761316
